|||||||||||||
Nivel|Agrupador|Apl|MP|MS|ID_Gasto|Descripcion Gasto|Nombre de la cuenta y/o subcuenta Forseti|Nombre de la cuenta y/o subcuenta SAT|Cuenta Forseti|Nat|Acum|Enl|Var
2|604.41|0|P|G|X|X|Honorarios a personas morales residentes del extranjero partes relacionadas|Honorarios a personas morales residentes del extranjero partes relacionadas|6040410000000000000|D|0|X|X
2|604.42|1|P|G|HONORARIO-AD-PF:1:0:10.666667:10:100|Honorarios aduanales personas físicas|Honorarios aduanales personas físicas|Honorarios aduanales personas físicas|6040420000000000000|D|0|X|X
2|604.43|1|P|G|HONORARIO-AD-PM:1:0:10.666667:10:100|Honorarios aduanales personas morales|Honorarios aduanales personas morales|Honorarios aduanales personas morales|6040430000000000000|D|0|X|X
2|604.44|1|P|G|HONORARIO-CA:1:0:10.666667:10:100|Honorarios al consejo de administración|Honorarios al consejo de administración|Honorarios al consejo de administración|6040440000000000000|D|0|X|X
2|604.45|1|P|G|RENTA-PF:1:0:10.666667:10:100|Arrendamiento a personas físicas|Arrendamiento a personas físicas|Arrendamiento a personas físicas residentes nacionales|6040450000000000000|D|0|X|X
2|604.46|1|P|G|RENTA-PM:1:0:10.666667:10:100|Arrendamiento a personas morales|Arrendamiento a personas morales|Arrendamiento a personas morales residentes nacionales|6040460000000000000|D|0|X|X
2|604.47|1|P|G|RENTA-EXT:1:0:10.666667:10:100|Arrendamiento a residentes del extranjero|Arrendamiento a residentes del extranjero|Arrendamiento a residentes del extranjero|6040470000000000000|D|0|X|X
2|604.48|1|P|G|COMBUSTIBLE:1:3.3230:0:0:100|Combustibles y lubricantes|Combustibles y lubricantes|Combustibles y lubricantes|6040480000000000000|D|0|X|X
2|604.49|1|P|G|VIATICO:1:0:0:0:100|Viáticos y gastos de viaje|Viáticos y gastos de viaje|Viáticos y gastos de viaje|6040490000000000000|D|0|X|X
2|604.5|1|P|G|TELEFONO:1:2.20044:0:0:100|Teléfono, internet|Teléfono, internet|Teléfono, internet|6040500000000000000|D|0|X|X
2|604.51|1|P|G|AGUA:1:0:0:0:100|Agua|Agua|Agua|6040510000000000000|D|0|X|X
2|604.52|1|P|G|LUZ:1:0:0:0:100|Energía eléctrica|Energía eléctrica|Energía eléctrica|6040520000000000000|D|0|X|X
2|604.53|1|P|G|VIGILANCIA:1:0:0:0:100|Vigilancia y seguridad|Vigilancia y seguridad|Vigilancia y seguridad|6040530000000000000|D|0|X|X
2|604.54|1|P|G|LIMPIEZA:1:0:0:0:100|Limpieza|Limpieza|Limpieza|6040540000000000000|D|0|X|X
2|604.55|1|P|G|ART-PAPELERIA:1:0:0:0:100|Papelería y artículos de oficina|Papelería y artículos de oficina|Papelería y artículos de oficina|6040550000000000000|D|0|X|X
2|604.56|1|P|G|MANTENIMIENTO:1:0:0:0:100|Mantenimiento y conservación|Mantenimiento y conservación|Mantenimiento y conservación|6040560000000000000|D|0|X|X
2|604.57|1|P|G|SEGURO:1:0:0:0:100|Seguros y fianzas|Seguros y fianzas|Seguros y fianzas|6040570000000000000|D|0|X|X
2|604.58|1|P|G|DERECHO:1:0:0:0:100|Otros impuestos y derechos|Otros impuestos y derechos|Otros impuestos y derechos|6040580000000000000|D|0|X|X
2|604.59|1|P|G|RECARGO:1:0:0:0:100|Recargos fiscales|Recargos fiscales|Recargos fiscales|6040590000000000000|D|0|X|X
2|604.6|1|P|G|SUSCRIPCION:1:0:0:0:100|Cuotas y suscripciones|Cuotas y suscripciones|Cuotas y suscripciones|6040600000000000000|D|0|X|X
2|604.61|1|P|G|PUBLICIDAD:1:0:0:0:100|Propaganda y publicidad|Propaganda y publicidad|Propaganda y publicidad|6040610000000000000|D|0|X|X
2|604.62|1|P|G|CAPACITACION:1:0:0:0:100|Capacitación al personal|Capacitación al personal|Capacitación al personal|6040620000000000000|D|0|X|X
2|604.63|1|P|G|DONACION:0:0:0:0:100|Donativos y ayudas|Donativos y ayudas|Donativos y ayudas|6040630000000000000|D|0|X|X
2|604.64|1|P|G|ASISTENCIA:1:0:0:0:100|Asistencia técnica|Asistencia técnica|Asistencia técnica|6040640000000000000|D|0|X|X
2|604.65|1|P|G|REGALIA:1:0:0:0:100|Regalías|Regalías|Regalías sujetas a otros porcentajes|6040650000000000000|D|0|X|X
2|604.66|0|P|G|X|X|Regalías sujetas al 5%|Regalías sujetas al 5%|6040660000000000000|D|0|X|X
2|604.67|0|P|G|X|X|Regalías sujetas al 10%|Regalías sujetas al 10%|6040670000000000000|D|0|X|X
2|604.68|0|P|G|X|X|Regalías sujetas al 15%|Regalías sujetas al 15%|6040680000000000000|D|0|X|X
2|604.69|0|P|G|X|X|Regalías sujetas al 25%|Regalías sujetas al 25%|6040690000000000000|D|0|X|X
2|604.7|0|P|G|X|X|Regalías sujetas al 30%|Regalías sujetas al 30%|6040700000000000000|D|0|X|X
2|604.71|0|P|G|X|X|Regalías sin retención|Regalías sin retención|6040710000000000000|D|0|X|X
2|604.72|1|P|G|FLETE:1:0:4:0:100|Fletes y acarreos|Fletes y acarreos|Fletes y acarreos|6040720000000000000|D|0|X|X
2|604.73|1|P|G|G-IMPORTACION:1:0:0:0:100|Gastos de importación|Gastos de importación|Gastos de importación|6040730000000000000|D|0|X|X
2|604.74|1|P|G|PATENTE:1:0:0:0:100|Patentes y marcas|Patentes y marcas|Patentes y marcas|6040740000000000000|D|0|X|X
2|604.75|1|P|G|UNIFORME:1:0:0:0:100|Uniformes|Uniformes|Uniformes|6040750000000000000|D|0|X|X
2|604.76|1|P|G|PREDIAL:1:0:0:0:100|Prediales|Prediales|Prediales|6040760000000000000|D|0|X|X
2|604.77|1|P|G|URBANIZACION:1:0:0:0:100|Gastos de urbanización|Gastos de urbanización|Gastos de fabricación de urbanización|6040770000000000000|D|0|X|X
2|604.78|1|P|G|CONSTRUCCION:1:0:0:0:100|Gastos de construcción|Gastos de construcción|Gastos de fabricación de construcción|6040780000000000000|D|0|X|X
2|604.79|1|P|G|FLETE-EXT:1:0:0:0:100|Fletes del extranjero|Fletes del extranjero|Fletes del extranjero|6040790000000000000|D|0|X|X
2|604.8|1|P|G|BIEN-AGROPECUARIO:1:0:0:0:100|Recolección de bienes del sector agropecuario y/o ganadero|Recolección de bienes del sector agropecuario y/o ganadero|Recolección de bienes del sector agropecuario y/o ganadero|6040800000000000000|D|0|X|X
2|604.81|1|P|G|X|X|Gastos no deducibles (sin requisitos fiscales)|Gastos no deducibles (sin requisitos fiscales)|6040810000000000000|D|0|X|X
2|604.82|1|P|G|COMIDA:1:0:0:0:8.5;G-OTRO:1:0:0:0:100|Comida de trabajo;Otro gasto|Otros gastos|Otros gastos de fabricación|6040820000000000000|D|0|X|X
1|605|1|G|G|X|X|Mano de obra directa|Mano de obra directa|6050000000000000000|D|1|X|X
2|605.01|1|G|G|X|X|Mano de obra|Mano de obra|6050010000000000000|D|0|X|X
2|605.02|1|N|G|X|X|Sueldos y Salarios|Sueldos y Salarios|6050020000000000000|D|0|X|X
2|605.03|1|N|G|X|X|Compensaciones|Compensaciones|6050030000000000000|D|0|X|X
2|605.04|1|N|G|X|X|Tiempos extras|Tiempos extras|6050040000000000000|D|0|X|X
2|605.05|1|N|G|X|X|Premios de asistencia|Premios de asistencia|6050050000000000000|D|0|X|X
2|605.06|1|N|G|X|X|Premios de puntualidad|Premios de puntualidad|6050060000000000000|D|0|X|X
2|605.07|1|N|G|X|X|Vacaciones|Vacaciones|6050070000000000000|D|0|X|X
2|605.08|1|N|G|X|X|Prima vacacional|Prima vacacional|6050080000000000000|D|0|X|X
2|605.09|1|N|G|X|X|Prima dominical|Prima dominical|6050090000000000000|D|0|X|X
2|605.1|1|N|G|X|X|Días festivos|Días festivos|6050100000000000000|D|0|X|X
2|605.11|1|N|G|X|X|Gratificaciones|Gratificaciones|6050110000000000000|D|0|X|X
2|605.12|1|N|G|X|X|Primas de antigüedad|Primas de antigüedad|6050120000000000000|D|0|X|X
2|605.13|1|N|G|X|X|Aguinaldo|Aguinaldo|6050130000000000000|D|0|X|X
2|605.14|1|N|G|X|X|Indemnizaciones|Indemnizaciones|6050140000000000000|D|0|X|X
2|605.15|1|N|G|X|X|Destajo|Destajo|6050150000000000000|D|0|X|X
2|605.16|1|N|G|X|X|Despensa|Despensa|6050160000000000000|D|0|X|X
2|605.17|1|N|G|X|X|Transporte|Transporte|6050170000000000000|D|0|X|X
2|605.18|1|N|G|X|X|Servicio médico|Servicio médico|6050180000000000000|D|0|X|X
2|605.19|1|N|G|X|X|Ayuda en gastos funerarios|Ayuda en gastos funerarios|6050190000000000000|D|0|X|X
2|605.2|1|N|G|X|X|Fondo de ahorro|Fondo de ahorro|6050200000000000000|D|0|X|X
2|605.21|1|N|G|X|X|Cuotas sindicales|Cuotas sindicales|6050210000000000000|D|0|X|X
2|605.22|1|N|G|X|X|PTU|PTU|6050220000000000000|D|0|X|X
2|605.23|1|N|G|X|X|Estímulo al personal|Estímulo al personal|6050230000000000000|D|0|X|X
2|605.24|1|N|G|X|X|Previsión social|Previsión social|6050240000000000000|D|0|X|X
2|605.25|1|N|G|X|X|Aportaciones para el plan de jubilación|Aportaciones para el plan de jubilación|6050250000000000000|D|0|X|X
2|605.26|1|N|G|X|X|Otras prestaciones al personal|Otras prestaciones al personal|6050260000000000000|D|0|X|X
2|605.27|1|N|G|X|X|Asimilados a salarios|Asimilados a salarios|6050270000000000000|D|0|X|X
2|605.28|1|N|G|X|X|Cuotas al IMSS|Cuotas al IMSS|6050280000000000000|D|0|X|X
2|605.29|1|N|G|X|X|Aportaciones al infonavit|Aportaciones al infonavit|6050290000000000000|D|0|X|X
2|605.3|1|N|G|X|X|Aportaciones al SAR|Aportaciones al SAR|6050300000000000000|D|0|X|X
2|605.31|1|G|G|X|X|Otros costos de mano de obra directa|Otros costos de mano de obra directa|6050310000000000000|D|0|X|X
1|606|1|G|G|X|X|Facilidades administrativas fiscales|Facilidades administrativas fiscales|6060000000000000000|D|1|X|X
2|606.01|1|G|G|X|X|Facilidades administrativas fiscales|Facilidades administrativas fiscales|6060010000000000000|D|0|X|X
1|607|1|G|G|X|X|Participación de los trabajadores en las utilidades|Participación de los trabajadores en las utilidades|6070000000000000000|D|1|X|X
2|607.01|1|G|G|X|X|Participación de los trabajadores en las utilidades|Participación de los trabajadores en las utilidades|6070010000000000000|D|0|X|X
1|608|1|G|G|X|X|Participación en resultados de subsidiarias|Participación en resultados de subsidiarias|6080000000000000000|D|1|X|X
2|608.01|1|G|G|X|X|Participación en resultados de subsidiarias|Participación en resultados de subsidiarias|6080010000000000000|D|0|X|X
1|609|1|G|G|X|X|Participación en resultados de asociadas|Participación en resultados de asociadas|6090000000000000000|D|1|X|X
2|609.01|1|G|G|X|X|Participación en resultados de asociadas|Participación en resultados de asociadas|6090010000000000000|D|0|X|X
1|610|1|G|G|X|X|Participación de los trabajadores en las utilidades diferida|Participación de los trabajadores en las utilidades diferida|6100000000000000000|D|1|X|X
2|610.01|1|G|G|X|X|Participación de los trabajadores en las utilidades diferida|Participación de los trabajadores en las utilidades diferida|6100010000000000000|D|0|X|X
1|611|1|G|G|X|X|Impuesto Sobre la renta|Impuesto Sobre la renta|6110000000000000000|D|1|X|X
2|611.01|1|G|G|X|X|Impuesto Sobre la renta|Impuesto Sobre la renta|6110010000000000000|D|0|X|X
2|611.02|1|G|G|X|X|Impuesto Sobre la renta por remanente distribuible|Impuesto Sobre la renta por remanente distribuible|6110020000000000000|D|0|X|X
1|612|1|G|G|X|X|Gastos no deducibles para CUFIN|Gastos no deducibles para CUFIN|6120000000000000000|D|1|X|X
2|612.01|1|G|G|X|X|Gastos no deducibles para CUFIN|Gastos no deducibles para CUFIN|6120010000000000000|D|0|X|X
1|613|1|G|G|X|X|Depreciación contable|Depreciación contable|6130000000000000000|A|1|X|X
2|613.01|1|G|G|X|X|Depreciación de edificios|Depreciación de edificios|6130010000000000000|A|0|X|X
2|613.02|1|G|G|X|X|Depreciación de maquinaria y equipo|Depreciación de maquinaria y equipo|6130020000000000000|A|0|X|X
2|613.03|1|G|G|X|X|Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques|Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques|6130030000000000000|A|0|X|X
2|613.04|1|G|G|X|X|Depreciación de mobiliario y equipo de oficina|Depreciación de mobiliario y equipo de oficina|6130040000000000000|A|0|X|X
2|613.05|1|G|G|X|X|Depreciación de equipo de cómputo|Depreciación de equipo de cómputo|6130050000000000000|A|0|X|X
2|613.06|1|G|G|X|X|Depreciación de equipo de comunicación|Depreciación de equipo de comunicación|6130060000000000000|A|0|X|X
2|613.07|1|G|G|X|X|Depreciación de activos biológicos, vegetales y semovientes|Depreciación de activos biológicos, vegetales y semovientes|6130070000000000000|A|0|X|X
2|613.08|1|G|G|X|X|Depreciación de otros activos fijos|Depreciación de otros activos fijos|6130080000000000000|A|0|X|X
2|613.09|0|G|G|X|X|Depreciación de ferrocarriles|Depreciación de ferrocarriles|6130090000000000000|A|0|X|X
2|613.1|0|G|G|X|X|Depreciación de embarcaciones|Depreciación de embarcaciones|6130100000000000000|A|0|X|X
2|613.11|0|G|G|X|X|Depreciación de aviones|Depreciación de aviones|6130110000000000000|A|0|X|X
2|613.12|1|G|G|X|X|Depreciación de troqueles, moldes, matrices y herramental|Depreciación de troqueles, moldes, matrices y herramental|6130120000000000000|A|0|X|X
2|613.13|1|G|G|X|X|Depreciación de equipo de comunicaciones telefónicas|Depreciación de equipo de comunicaciones telefónicas|6130130000000000000|A|0|X|X
2|613.14|1|G|G|X|X|Depreciación de equipo de comunicación satelital|Depreciación de equipo de comunicación satelital|6130140000000000000|A|0|X|X
2|613.15|1|G|G|X|X|Depreciación de equipo de adaptaciones para personas con capacidades diferentes|Depreciación de equipo de adaptaciones para personas con capacidades diferentes|6130150000000000000|A|0|X|X
2|613.16|0|G|G|X|X|Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente|Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente|6130160000000000000|A|0|X|X
2|613.17|1|G|G|X|X|Depreciación de adaptaciones y mejoras|Depreciación de adaptaciones y mejoras|6130170000000000000|A|0|X|X
2|613.18|1|G|G|X|X|Depreciación de otra maquinaria y equipo|Depreciación de otra maquinaria y equipo|6130180000000000000|A|0|X|X
1|614|1|G|G|X|X|Amortización contable|Amortización contable|6140000000000000000|A|1|X|X
2|614.01|1|G|G|X|X|Amortización de gastos diferidos|Amortización de gastos diferidos|6140010000000000000|A|0|X|X
2|614.02|1|G|G|X|X|Amortización de gastos pre operativos|Amortización de gastos pre operativos|6140020000000000000|A|0|X|X
2|614.03|1|G|G|X|X|Amortización de regalías, asistencia técnica y otros gastos diferidos|Amortización de regalías, asistencia técnica y otros gastos diferidos|6140030000000000000|A|0|X|X
2|614.04|1|G|G|X|X|Amortización de activos intangibles|Amortización de activos intangibles|6140040000000000000|A|0|X|X
2|614.05|1|G|G|X|X|Amortización de gastos de organización|Amortización de gastos de organización|6140050000000000000|A|0|X|X
2|614.06|1|G|G|X|X|Amortización de investigación y desarrollo de mercado|Amortización de investigación y desarrollo de mercado|6140060000000000000|A|0|X|X
2|614.07|1|G|G|X|X|Amortización de marcas y patentes|Amortización de marcas y patentes|6140070000000000000|A|0|X|X
2|614.08|1|G|G|X|X|Amortización de crédito mercantil|Amortización de crédito mercantil|6140080000000000000|A|0|X|X
2|614.09|1|G|G|X|X|Amortización de gastos de instalación|Amortización de gastos de instalación|6140090000000000000|A|0|X|X
2|614.1|1|G|G|X|X|Amortización de otros activos diferidos|Amortización de otros activos diferidos|6140100000000000000|A|0|X|X
|||||||Otros gastos y/o productos|Otros gastos y/o productos|||||
1|701|1|G|G|X|X|Gastos financieros|Gastos financieros|7010000000000000000|D|1|X|X
2|701.01|1|G|G|X|X|Pérdida cambiaria|Pérdida cambiaria|7010010000000000000|D|0|X|CC_DCEC
2|701.02|0|G|G|X|X|Pérdida cambiaria nacional parte relacionada|Pérdida cambiaria nacional parte relacionada|7010020000000000000|D|0|X|X
2|701.03|0|G|G|X|X|Pérdida cambiaria extranjero parte relacionada|Pérdida cambiaria extranjero parte relacionada|7010030000000000000|D|0|X|X
2|701.04|1|G|G|X|X|Intereses a cargo bancario|Intereses a cargo bancario nacional|7010040000000000000|D|0|X|X
2|701.05|0|G|G|X|X|Intereses a cargo bancario extranjero|Intereses a cargo bancario extranjero|7010050000000000000|D|0|X|X
2|701.06|1|G|G|X|X|Intereses a cargo de personas física|Intereses a cargo de personas físicas nacional|7010060000000000000|D|0|X|X
2|701.07|0|G|G|X|X|Intereses a cargo de personas físicas extranjero|Intereses a cargo de personas físicas extranjero|7010070000000000000|D|0|X|X
2|701.08|1|G|G|X|X|Intereses a cargo de personas morales|Intereses a cargo de personas morales nacional|7010080000000000000|D|0|X|X
2|701.09|0|G|G|X|X|Intereses a cargo de personas morales extranjero|Intereses a cargo de personas morales extranjero|7010090000000000000|D|0|X|X
2|701.1|1|G|G|X|X|Comisiones bancarias|Comisiones bancarias|7010100000000000000|D|0|X|X
2|701.11|1|G|G|X|X|Otros gastos financieros|Otros gastos financieros|7010110000000000000|D|0|X|X
1|702|1|G|G|X|X|Productos financieros|Productos financieros|7020000000000000000|A|1|X|X
2|702.01|1|G|G|X|X|Utilidad cambiaria|Utilidad cambiaria|7020010000000000000|A|0|X|CC_DCAF
2|702.02|0|G|G|X|X|Utilidad cambiaria nacional parte relacionada|Utilidad cambiaria nacional parte relacionada|7020020000000000000|A|0|X|X
2|702.03|0|G|G|X|X|Utilidad cambiaria extranjero parte relacionada|Utilidad cambiaria extranjero parte relacionada|7020030000000000000|A|0|X|X
2|702.04|1|G|G|X|X|Intereses a favor bancarios|Intereses a favor bancarios nacional|7020040000000000000|A|0|X|X
2|702.05|0|G|G|X|X|Intereses a favor bancarios extranjero|Intereses a favor bancarios extranjero|7020050000000000000|A|0|X|X
2|702.06|1|G|G|X|X|Intereses a favor de personas físicas|Intereses a favor de personas físicas nacional|7020060000000000000|A|0|X|X
2|702.07|0|G|G|X|X|Intereses a favor de personas físicas extranjero|Intereses a favor de personas físicas extranjero|7020070000000000000|A|0|X|X
2|702.08|1|G|G|X|X|Intereses a favor de personas morales|Intereses a favor de personas morales nacional|7020080000000000000|A|0|X|X
2|702.09|0|G|G|X|X|Intereses a favor de personas morales extranjero|Intereses a favor de personas morales extranjero|7020090000000000000|A|0|X|X
2|702.1|1|G|G|X|X|Otros productos financieros|Otros productos financieros|7020100000000000000|A|0|X|X
1|703|1|G|G|X|X|Otros gastos|Otros gastos|7030000000000000000|D|1|X|X
2|703.01|0|G|G|X|X|Pérdida en venta y/o baja de terrenos|Pérdida en venta y/o baja de terrenos|7030010000000000000|D|0|X|X
2|703.02|0|G|G|X|X|Pérdida en venta y/o baja de edificios|Pérdida en venta y/o baja de edificios|7030020000000000000|D|0|X|X
2|703.03|0|G|G|X|X|Pérdida en venta y/o baja de maquinaria y equipo|Pérdida en venta y/o baja de maquinaria y equipo|7030030000000000000|D|0|X|X
2|703.04|0|G|G|X|X|Pérdida en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques|Pérdida en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques|7030040000000000000|D|0|X|X
2|703.05|0|G|G|X|X|Pérdida en venta y/o baja de mobiliario y equipo de oficina|Pérdida en venta y/o baja de mobiliario y equipo de oficina|7030050000000000000|D|0|X|X
2|703.06|0|G|G|X|X|Pérdida en venta y/o baja de equipo de cómputo|Pérdida en venta y/o baja de equipo de cómputo|7030060000000000000|D|0|X|X
2|703.07|0|G|G|X|X|Pérdida en venta y/o baja de equipo de comunicación|Pérdida en venta y/o baja de equipo de comunicación|7030070000000000000|D|0|X|X
2|703.08|0|G|G|X|X|Pérdida en venta y/o baja de activos biológicos, vegetales y semovientes|Pérdida en venta y/o baja de activos biológicos, vegetales y semovientes|7030080000000000000|D|0|X|X
2|703.09|0|G|G|X|X|Pérdida en venta y/o baja de otros activos fijos|Pérdida en venta y/o baja de otros activos fijos|7030090000000000000|D|0|X|X
2|703.1|0|G|G|X|X|Pérdida en venta y/o baja de ferrocarriles|Pérdida en venta y/o baja de ferrocarriles|7030100000000000000|D|0|X|X
2|703.11|0|G|G|X|X|Pérdida en venta y/o baja de embarcaciones|Pérdida en venta y/o baja de embarcaciones|7030110000000000000|D|0|X|X
2|703.12|0|G|G|X|X|Pérdida en venta y/o baja de aviones|Pérdida en venta y/o baja de aviones|7030120000000000000|D|0|X|X
2|703.13|0|G|G|X|X|Pérdida en venta y/o baja de troqueles, moldes, matrices y herramental|Pérdida en venta y/o baja de troqueles, moldes, matrices y herramental|7030130000000000000|D|0|X|X
2|703.14|0|G|G|X|X|Pérdida en venta y/o baja de equipo de comunicaciones telefónicas|Pérdida en venta y/o baja de equipo de comunicaciones telefónicas|7030140000000000000|D|0|X|X
2|703.15|0|G|G|X|X|Pérdida en venta y/o baja de equipo de comunicación satelital|Pérdida en venta y/o baja de equipo de comunicación satelital|7030150000000000000|D|0|X|X
2|703.16|0|G|G|X|X|Pérdida en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes|Pérdida en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes|7030160000000000000|D|0|X|X
2|703.17|0|G|G|X|X|Pérdida en venta y/o baja de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente|Pérdida en venta y/o baja de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente|7030170000000000000|D|0|X|X
2|703.18|0|G|G|X|X|Pérdida en venta y/o baja de otra maquinaria y equipo|Pérdida en venta y/o baja de otra maquinaria y equipo|7030180000000000000|D|0|X|X
2|703.19|1|G|G|X|X|Pérdida por enajenación de acciones|Pérdida por enajenación de acciones|7030190000000000000|D|0|X|X
2|703.2|1|G|G|X|X|Pérdida por enajenación de partes sociales|Pérdida por enajenación de partes sociales|7030200000000000000|D|0|X|X
2|703.21|1|G|G|X|X|Otros gastos|Otros gastos|7030210000000000000|D|0|X|X
1|704|1|G|G|X|X|Otros productos|Otros productos|7040000000000000000|A|1|X|X
2|704.01|0|G|G|X|X|Ganancia en venta y/o baja de terrenos|Ganancia en venta y/o baja de terrenos|7040010000000000000|A|0|X|X
2|704.02|0|G|G|X|X|Ganancia en venta y/o baja de edificios|Ganancia en venta y/o baja de edificios|7040020000000000000|A|0|X|X
2|704.03|0|G|G|X|X|Ganancia en venta y/o baja de maquinaria y equipo|Ganancia en venta y/o baja de maquinaria y equipo|7040030000000000000|A|0|X|X
2|704.04|0|G|G|X|X|Ganancia en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques|Ganancia en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques|7040040000000000000|A|0|X|X
2|704.05|0|G|G|X|X|Ganancia en venta y/o baja de mobiliario y equipo de oficina|Ganancia en venta y/o baja de mobiliario y equipo de oficina|7040050000000000000|A|0|X|X
2|704.06|0|G|G|X|X|Ganancia en venta y/o baja de equipo de cómputo|Ganancia en venta y/o baja de equipo de cómputo|7040060000000000000|A|0|X|X
2|704.07|0|G|G|X|X|Ganancia en venta y/o baja de equipo de comunicación|Ganancia en venta y/o baja de equipo de comunicación|7040070000000000000|A|0|X|X
2|704.08|0|G|G|X|X|Ganancia en venta y/o baja de activos biológicos, vegetales y semovientes|Ganancia en venta y/o baja de activos biológicos, vegetales y semovientes|7040080000000000000|A|0|X|X
2|704.09|0|G|G|X|X|Ganancia en venta y/o baja de otros activos fijos|Ganancia en venta y/o baja de otros activos fijos|7040090000000000000|A|0|X|X
2|704.1|0|G|G|X|X|Ganancia en venta y/o baja de ferrocarriles|Ganancia en venta y/o baja de ferrocarriles|7040100000000000000|A|0|X|X
2|704.11|0|G|G|X|X|Ganancia en venta y/o baja de embarcaciones|Ganancia en venta y/o baja de embarcaciones|7040110000000000000|A|0|X|X
2|704.12|0|G|G|X|X|Ganancia en venta y/o baja de aviones|Ganancia en venta y/o baja de aviones|7040120000000000000|A|0|X|X
2|704.13|0|G|G|X|X|Ganancia en venta y/o baja de troqueles, moldes, matrices y herramental|Ganancia en venta y/o baja de troqueles, moldes, matrices y herramental|7040130000000000000|A|0|X|X
2|704.14|0|G|G|X|X|Ganancia en venta y/o baja de equipo de comunicaciones telefónicas|Ganancia en venta y/o baja de equipo de comunicaciones telefónicas|7040140000000000000|A|0|X|X
2|704.15|0|G|G|X|X|Ganancia en venta y/o baja de equipo de comunicación satelital|Ganancia en venta y/o baja de equipo de comunicación satelital|7040150000000000000|A|0|X|X
2|704.16|0|G|G|X|X|Ganancia en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes|Ganancia en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes|7040160000000000000|A|0|X|X
2|704.17|0|G|G|X|X|Ganancia en venta de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente|Ganancia en venta de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente|7040170000000000000|A|0|X|X
2|704.18|0|G|G|X|X|Ganancia en venta y/o baja de otra maquinaria y equipo|Ganancia en venta y/o baja de otra maquinaria y equipo|7040180000000000000|A|0|X|X
2|704.19|1|G|G|X|X|Ganancia por enajenación de acciones|Ganancia por enajenación de acciones|7040190000000000000|A|0|X|X
2|704.2|1|G|G|X|X|Ganancia por enajenación de partes sociales|Ganancia por enajenación de partes sociales|7040200000000000000|A|0|X|X
2|704.21|1|G|G|X|X|Ingresos por estímulos fiscales|Ingresos por estímulos fiscales|7040210000000000000|A|0|X|X
2|704.22|1|G|G|X|X|Ingresos por condonación de adeudo|Ingresos por condonación de adeudo|7040220000000000000|A|0|X|X
2|704.23|1|G|G|X|X|Otros productos|Otros productos|7040230000000000000|A|0|X|X
|||||||Cuentas de orden|Cuentas de orden|||||
1|801|1|G|G|X|X|UFIN del ejercicio|UFIN del ejercicio|8010000000000000000|D|1|X|X
2|801.01|1|G|G|X|X|UFIN|UFIN|8010010000000000000|D|0|X|X
2|801.02|1|G|G|X|X|Contra cuenta UFIN|Contra cuenta UFIN|8010020000000000000|A|0|X|X
1|802|1|G|G|X|X|CUFIN del ejercicio|CUFIN del ejercicio|8020000000000000000|D|1|X|X
2|802.01|1|G|G|X|X|CUFIN|CUFIN|8020010000000000000|D|0|X|X
2|802.02|1|G|G|X|X|Contra cuenta CUFIN|Contra cuenta CUFIN|8020020000000000000|A|0|X|X
1|803|1|G|G|X|X|CUFIN de ejercicios anteriores|CUFIN de ejercicios anteriores|8030000000000000000|D|1|X|X
2|803.01|1|G|G|X|X|CUFIN de ejercicios anteriores|CUFIN de ejercicios anteriores|8030010000000000000|D|0|X|X
2|803.02|1|G|G|X|X|Contra cuenta CUFIN de ejercicios anteriores|Contra cuenta CUFIN de ejercicios anteriores|8030020000000000000|A|0|X|X
1|804|1|G|G|X|X|CUFINRE del ejercicio|CUFINRE del ejercicio|8040000000000000000|D|1|X|X
2|804.01|1|G|G|X|X|CUFINRE|CUFINRE|8040010000000000000|D|0|X|X
2|804.02|1|G|G|X|X|Contra cuenta CUFINRE|Contra cuenta CUFINRE|8040020000000000000|A|0|X|X
1|805|1|G|G|X|X|CUFINRE de ejercicios anteriores|CUFINRE de ejercicios anteriores|8050000000000000000|D|1|X|X
2|805.01|1|G|G|X|X|CUFINRE de ejercicios anteriores|CUFINRE de ejercicios anteriores|8050010000000000000|D|0|X|X
